area,status,bhk,bathroom,age,location,builder,price
820,Ready to move,2,2,,Chromepet,MC Foundation,4018000
505,Ready to move,1,1,,Chromepet,MC Foundation,2447000
1065,Ready to move,2,2,1,Saligramam,seller,10800000
770,Under Construction,2,2,0,Ambattur,seller,3734000
1190,Under Construction,3,3,,Nanmangalam,Vishnu Foundation Ltd,5712000
1254,Ready to move,2,2,,Medavakkam,South Zone Realty Consulting Pvt Ltd,6400000
594,Ready to move,1,2,3,Veppampattu,Karthick,2300000
630,Ready to move,2,2,3,Veppampattu,Karthick,2650000
1201,Ready to move,2,2,3,Veppampattu,Karthick,3499000
751,Ready to move,2,2,3,Veppampattu,Karthick,2899000
701,Ready to move,2,2,3,Veppampattu,Karthick,2699000
847,Ready to move,2,2,3,Veppampattu,Karthick,2999000
609,Ready to move,2,2,3,Veppampattu,Karthick,2299000
800,Ready to move,2,2,,Mambakkam,Elite nisha,3200000
1200,Ready to move,2,2,,Nallambakkam,Elite nisha,4800000
1000,Under Construction,2,2,0,Mambakkam,Elite nisha,4600000
1000,Ready to move,2,3,,Nallambakkam,Elite nisha,5300000
1500,Ready to move,2,3,3,Peerakankaranai,Elite nisha,5700000
1200,Ready to move,2,2,,Siruseri,Elite nisha,3300000
900,Ready to move,1,2,3,Ottiyabakkam,Elite nisha,3600000
1400,Ready to move,3,3,,Kelambakkam,Elite nisha,5800000
1250,Ready to move,2,2,,Kelambakkam,Elite nisha,5700000
1550,Ready to move,2,2,,Kelambakkam,Elite nisha,5300000
1350,Ready to move,2,2,,Kelambakkam,Elite nisha,5200000
1200,Ready to move,1,2,,Semmancheri,Elite nisha,4600000
1000,Ready to move,2,2,,Semmancheri,Elite nisha,3600000
1050,Ready to move,2,2,3,Peerakankaranai,Elite nisha,5400000
1080,Ready to move,2,3,4,Rathinamangalam,Elite nisha,5000000
1250,Ready to move,2,3,4,Rathinamangalam,Elite nisha,5800000
1160,Ready to move,2,3,3,Peerakankaranai,Elite nisha,4800000
1470,Ready to move,2,3,,Semmancheri,Elite nisha,4700000
1060,Ready to move,2,3,3,Ottiyabakkam,Elite nisha,5300000
1126,Ready to move,1,2,3,Ottiyabakkam,Elite nisha,4800000
954,Ready to move,2,2,,Adambakam,Prabha Homes,7800000
804,Ready to move,2,2,,Kovilambakkam,Prabha Homes,5300000
509,Ready to move,1,1,,Adambakam,Prabha Homes,4200000
905,Ready to move,2,2,,Selaiyur,MC Foundation,4887000
862,Ready to move,2,2,,Selaiyur,MC Foundation,4654000
769,Ready to move,2,2,,Selaiyur,MC Foundation,4152000
1200,Ready to move,3,3,,Perungalathur,MC Foundation,6960000
1040,Ready to move,2,2,,Perungalathur,MC Foundation,6032000
934,Ready to move,2,2,,Perungalathur,MC Foundation,5417000
889,Ready to move,2,2,,Perungalathur,MC Foundation,5156000
1180,Ready to move,3,3,,tambaram west,MC Foundation,6608000
1020,Ready to move,2,2,,tambaram west,MC Foundation,5712000
930,Ready to move,2,2,,tambaram west,MC Foundation,5208000
1249,Ready to move,3,3,,Sembakkam,MC Foundation,7337000
1179,Ready to move,3,3,,Sembakkam,MC Foundation,6926000
983,Ready to move,2,2,,Sembakkam,MC Foundation,5775000
861,Ready to move,2,2,,Sembakkam,MC Foundation,4794000
1404,Ready to move,3,3,,Chromepet,MC Foundation,8143000
1258,Ready to move,3,3,,Chromepet,MC Foundation,7296000
1183,Ready to move,3,3,,Chromepet,MC Foundation,5915000
996,Ready to move,2,2,,Chromepet,MC Foundation,5776000
943,Ready to move,2,2,,Chromepet,MC Foundation,4715000
900,Ready to move,2,2,,Chromepet,MC Foundation,5220000
1275,Ready to move,3,3,,Chitlapakkam,MC Foundation,7650000
861,Ready to move,2,2,,Chromepet,MC Foundation,4305000
1166,Ready to move,3,3,,Chitlapakkam,MC Foundation,6996000
500,Ready to move,1,1,,Chromepet,MC Foundation,2500000
1000,Ready to move,2,2,,Chitlapakkam,MC Foundation,6000000
1668,Ready to move,3,3,,tambaram west,MC Foundation,11300000
1457,Ready to move,3,3,,tambaram west,MC Foundation,9907000
1222,Ready to move,2,2,,tambaram west,MC Foundation,8309000
700,Ready to move,1,1,,Chitlapakkam,MC Foundation,4200000
829,Ready to move,2,2,,Chitlapakkam,MC Foundation,4974000
1300,Ready to move,3,3,,Chromepet,MC Foundation,7800000
1143,Ready to move,3,3,,Chromepet,MC Foundation,6858000
969,Ready to move,2,2,,Chromepet,MC Foundation,5814000
785,Ready to move,2,2,,Chromepet,MC Foundation,4710000
818,Ready to move,2,2,,Selaiyur,MC Foundation,3926000
1269,Ready to move,3,3,,Selaiyur,MC Foundation,7360000
1191,Ready to move,3,3,,Selaiyur,MC Foundation,6907000
1070,Ready to move,2,2,,Selaiyur,MC Foundation,6206000
995,Ready to move,2,2,,Selaiyur,MC Foundation,5771000
963,Ready to move,2,2,,Selaiyur,MC Foundation,5585000
894,Ready to move,2,2,,Selaiyur,MC Foundation,5185000
820,Ready to move,2,2,,Selaiyur,MC Foundation,4756000
1400,Ready to move,3,3,,Rajakilpakkam,MC Foundation,7840000
1300,Ready to move,3,3,,Rajakilpakkam,MC Foundation,7280000
1189,Ready to move,3,3,,Rajakilpakkam,MC Foundation,6658000
1024,Ready to move,2,2,,Rajakilpakkam,MC Foundation,5734000
964,Ready to move,2,2,,Rajakilpakkam,MC Foundation,5398000
826,Ready to move,2,2,,Rajakilpakkam,MC Foundation,4625000
785,Ready to move,2,2,,Rajakilpakkam,MC Foundation,4396000
1427,Ready to move,3,3,9,Medavakkam,MC Foundation,8562000
1317,Ready to move,3,3,9,Medavakkam,MC Foundation,7902000
1254,Ready to move,3,3,9,Medavakkam,MC Foundation,7524000
1116,Ready to move,3,3,9,Medavakkam,MC Foundation,6696000
1000,Ready to move,2,2,9,Medavakkam,MC Foundation,6000000
905,Ready to move,2,2,,Sembakkam,MC Foundation,5430000
886,Ready to move,2,2,9,Medavakkam,MC Foundation,5316000
835,Ready to move,2,2,,Sembakkam,MC Foundation,5010000
751,Ready to move,2,2,9,Medavakkam,MC Foundation,4506000
1537,Ready to move,3,,3,Nandambakkam,Luxclusive Homes,12400000
1455,Ready to move,3,3,3,Nandambakkam,Luxclusive Homes,11700000
1530,Ready to move,3,3,3,Nandambakkam,Luxclusive Homes,12300000
1215,Under Construction,3,3,,Nanmangalam,Vishnu Foundation Ltd,5832000
950,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd,4560000
840,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd,4032000
785,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd,3768000
700,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd,3360000
1383,Ready to move,3,3,,Sembakkam,MC Foundation,7191000
1166,Ready to move,3,3,,Sembakkam,MC Foundation,6063000
981,Ready to move,2,2,,Sembakkam,MC Foundation,5101000
931,Ready to move,2,2,,Sembakkam,MC Foundation,4841000
851,Ready to move,2,2,,Sembakkam,MC Foundation,4425000
800,Ready to move,2,2,,Sembakkam,MC Foundation,4160000
1269,Ready to move,3,3,,Rajakilpakkam,MC Foundation,6345000
1184,Ready to move,3,3,,Rajakilpakkam,MC Foundation,5920000
1100,Ready to move,3,3,,Rajakilpakkam,MC Foundation,5500000
964,Ready to move,2,2,,Rajakilpakkam,MC Foundation,4820000
900,Ready to move,2,2,,Rajakilpakkam,MC Foundation,4500000
900,Ready to move,2,2,,tambaram west,MC Foundation,5040000
1200,Ready to move,3,3,,Urapakkam,MC Foundation,4800000
943,Ready to move,2,2,,Urapakkam,MC Foundation,3772000
881,Ready to move,2,2,,Urapakkam,MC Foundation,3524000
812,Ready to move,2,2,,Rajakilpakkam,MC Foundation,4060000
1900,Ready to move,3,3,,Madambakkam,MC Foundation,9120000
1631,Ready to move,3,3,,Madambakkam,MC Foundation,7828000
1488,Ready to move,3,3,,Madambakkam,MC Foundation,7142000
1399,Ready to move,3,3,,Madambakkam,MC Foundation,6715000
1017,Ready to move,2,2,,Madambakkam,MC Foundation,4881000
990,Ready to move,2,2,,Madambakkam,MC Foundation,4752000
1238,Ready to move,3,3,,Madambakkam,MC Foundation,6561000
1167,Ready to move,3,3,,Madambakkam,MC Foundation,6185000
921,Ready to move,2,2,,Madambakkam,MC Foundation,4881000
880,Ready to move,2,2,,Madambakkam,MC Foundation,4664000
1108,Ready to move,3,3,,Selaiyur,MC Foundation,5983000
1092,Ready to move,3,3,,Selaiyur,MC Foundation,5896000
525,Ready to move,1,1,,Selaiyur,MC Foundation,2835000
850,Ready to move,2,2,3,Veppampattu,JD Properties,3000000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2690000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2700000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2580000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2600000
600,Ready to move,2,2,3,Veppampattu,JD Properties,2300000
1342,Under Construction,3,,0,Madipakkam,Vishal D,11400000
851,Under Construction,2,,0,Madipakkam,Vishal D,7233000
1489,Under Construction,3,,0,Madipakkam,Vishal D,12600000
977,Under Construction,2,,0,Madipakkam,Vishal D,8304000
943,Under Construction,2,,0,Madipakkam,Vishal D,8015000
885,Ready to move,2,,2,Kundrathur,mohammed,3363000
932,Ready to move,2,,2,Kundrathur,mohammed,3541000
881,Ready to move,2,,2,Kundrathur,mohammed,3347000
715,Ready to move,2,,2,Kundrathur,mohammed,2717000
690,Ready to move,2,2,6,Nesapakkam,MC Foundation,5106000
1266,Ready to move,3,3,,Jafferkhanpet,MC Foundation,13200000
980,Ready to move,2,2,,Jafferkhanpet,MC Foundation,10200000
1200,Ready to move,3,3,6,Nesapakkam,MC Foundation,9120000
750,Ready to move,2,2,6,Nesapakkam,MC Foundation,5550000
881,Ready to move,2,2,,Arumbakkam,MC Foundation,8810000
870,Ready to move,2,2,,Arumbakkam,MC Foundation,8700000
900,Ready to move,2,2,,Koyambedu,MC Foundation,8550000
860,Ready to move,2,2,,Koyambedu,MC Foundation,8170000
937,Under Construction,2,2,,Selaiyur,ARB HOMES,3900000
1560,Ready to move,3,3,,Medavakkam,ARB HOMES,9900000
4724,Ready to move,4,,,Sholinganallur,ARB HOMES,33000000
1006,Ready to move,2,2,4,Moolacheri,ARB HOMES,4600000
1006,Ready to move,2,2,4,Moolacheri,ARB HOMES,4612000
574,Ready to move,1,1,2,Gowrivakkam,ARB HOMES,3700000
1527,Ready to move,3,2,1,Ambattur,ARB HOMES,8000000
1002,Ready to move,2,2,2,Gowrivakkam,ARB HOMES,6500000
1753,Ready to move,3,2,1,Medavakkam,ARB HOMES,8000000
1340,Ready to move,2,2,1,Medavakkam,ARB HOMES,6000000
974,Under Construction,2,2,0,Perungalathur,ARB HOMES,5300000
612,Under Construction,2,2,0,Thalambur,ARB HOMES,3000000
1366,Under Construction,3,2,0,Perungalathur,ARB HOMES,6600000
1073,Under Construction,2,2,0,Thalambur,ARB HOMES,4700000
1371,Ready to move,3,2,2,Vengaivasal,ARB HOMES,9500000
591,Ready to move,2,1,2,Vengaivasal,ARB HOMES,4200000
1237,Under Construction,2,2,0,Sholinganallur,ARB HOMES,8000000
730,Under Construction,2,2,0,Thirumazhisai,ARB HOMES,2800000
849,Under Construction,2,2,0,Thirumazhisai,ARB HOMES,3200000
1286,Under Construction,3,2,,Selaiyur,ARB HOMES,5500000
885,Under Construction,3,3,0,Thirumazhisai,ARB HOMES,3300000
1148,Ready to move,2,2,2,Kolapakkam,ARB HOMES,7000000
1024,Ready to move,2,2,3,Karapakkam,ARB HOMES,6800000
2616,Ready to move,4,3,3,Karapakkam,ARB HOMES,17000000
979,Under Construction,2,2,0,Navallur,ARB HOMES,4200000
1262,Under Construction,3,2,0,Kelambakkam,ARB HOMES,4600000
1234,Ready to move,2,2,2,Vengaivasal,ARB HOMES,8500000
1469,Ready to move,3,3,2,Vengaivasal,ARB HOMES,10300000
950,Under Construction,2,2,,Porur,ARB HOMES,6600000
576,Ready to move,1,1,1,Kuthambakkam,ARB HOMES,2900000
855,Ready to move,2,2,1,Kuthambakkam,ARB HOMES,4100000
1080,Ready to move,2,2,,Perungalathur,ARB HOMES,7000000
1545,Ready to move,2,2,,Semmancheri,ARB HOMES,7554000
1645,Ready to move,3,2,,Semmancheri,ARB HOMES,7735000
570,Under Construction,1,1,0,Thirumalpur,ARB HOMES,2000000
1012,Ready to move,2,2,1,Ambattur,ARB HOMES,5300000
588,Under Construction,2,1,0,Pallavaram,ARB HOMES,4000000
1337,Ready to move,3,3,2,Gowrivakkam,ARB HOMES,8500000
913,Ready to move,2,2,,Kovur,ARB HOMES,5600000
1225,Ready to move,3,2,4,Moolacheri,ARB HOMES,5100000
832,Ready to move,2,2,1,Mangadu,ARB HOMES,4800000
959,Under Construction,2,2,0,Porur,ARB HOMES,6400000
1370,Under Construction,3,2,0,Ayanambakkam,ARB HOMES,7000000
930,Under Construction,2,2,,Siruseri,ARB HOMES,4000000
571,Ready to move,2,2,1,Kelambakkam,ARB HOMES,2600000
994,Under Construction,2,2,0,Kelambakkam,ARB HOMES,3500000
1598,Under Construction,3,2,0,Sholinganallur,ARB HOMES,9700000
1156,Ready to move,2,2,,Medavakkam,ARB HOMES,8000000
620,Under Construction,1,1,0,Thirumalpur,ARB HOMES,2300000
480,Ready to move,1,1,,Guduvancheri,ARB HOMES,1600000
1024,Ready to move,2,2,3,Karapakkam,ARB HOMES,6800000
588,Under Construction,1,1,0,Vanagaram,ARB HOMES,4000000
918,Under Construction,3,,0,Padur,Dee Star Properties,4456000
888,Under Construction,2,,0,Padur,Dee Star Properties,4312000
778,Under Construction,2,,0,Padur,Dee Star Properties,3777000
663,Under Construction,2,,0,Padur,Dee Star Properties,3218000
1300,Ready to move,2,2,6,Pallavaram,Chennai Gated Community,8500000
600,Ready to move,1,2,3,Veppampattu,Karthick,2200000
850,Ready to move,2,2,3,Veppampattu,Karthick,2800000
1050,Under Construction,2,,0,Kelambakkam,Dee Star Properties,3621000
994,Under Construction,2,,0,Kelambakkam,Dee Star Properties,3428000
1262,Under Construction,3,3,0,Kelambakkam,Dee Star Properties,4352000
1335,Under Construction,3,,0,Kelambakkam,Dee Star Properties,4604000
1188,Ready to move,3,,1,Velachery,Balaji,10000000
996,Ready to move,2,,1,Velachery,Balaji,8466000
1045,Under Construction,2,,0,Medavakkam,Balaji,6164000
1280,Under Construction,3,,0,Medavakkam,Balaji,7550000
1935,Under Construction,3,3,0,Perungudi,Luxclusive Homes,21400000
3654,Under Construction,4,,0,Perungudi,Luxclusive Homes,40500000
1820,Under Construction,3,,0,Perungudi,Luxclusive Homes,20200000
3746,Under Construction,4,,0,Perungudi,Luxclusive Homes,41500000
1793,Under Construction,3,2,0,Perungudi,Luxclusive Homes,19900000
1930,Under Construction,3,,0,Perungudi,Luxclusive Homes,21400000
700,Ready to move,2,2,3,Veppampattu,Karthick,2600000
725,Ready to move,2,2,3,Veppampattu,Karthick,2700000
1500,Ready to move,3,2,,Maraimalai Nagar,MrPincode,6000000
1433,Ready to move,3,2,,Maraimalai Nagar,MrPincode,6200000
1478,Ready to move,3,2,,Mahindra World City,MrPincode,5700000
623,Ready to move,1,1,,Mahindra World City,MrPincode,2950000
1927,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors,8600000
1706,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors,7800000
1437,Ready to move,2,2,4,Oragadam Industrial Corridor,24K Realtors,5900000
1991,Ready to move,3,3,4,Oragadam Industrial Corridor,24K Realtors,8700000
1254,Under Construction,3,,0,Gowrivakkam,MC Foundation,7524000
905,Under Construction,2,,0,Gowrivakkam,MC Foundation,5430000
1427,Under Construction,3,,0,Gowrivakkam,MC Foundation,8562000
881,Under Construction,2,,0,Gowrivakkam,MC Foundation,5286000
896,Under Construction,2,,0,Gowrivakkam,MC Foundation,5376000
510,Under Construction,1,,0,Siruseri,Dee Star Properties,2303000
824,Under Construction,2,,0,Siruseri,Dee Star Properties,3502000
338,Under Construction,1,,0,Siruseri,Dee Star Properties,1504000
896,Under Construction,3,,0,Siruseri,Dee Star Properties,3808000
764,Under Construction,2,,0,Siruseri,Dee Star Properties,3298000
1471,Ready to move,3,,4,Thaiyur,Dee Star Properties,8400000
1896,Ready to move,4,3,4,Thaiyur,Dee Star Properties,12000000
1376,Ready to move,3,,4,Thaiyur,Dee Star Properties,7856000
1643,Ready to move,3,,4,Thaiyur,Dee Star Properties,9380000
1001,Under Construction,2,,0,Thaiyur,Dee Star Properties,3802000
1246,Under Construction,3,2,0,Thaiyur,Dee Star Properties,4733000
1061,Under Construction,2,,0,Thaiyur,Dee Star Properties,4030000
1270,Ready to move,2,,4,Thaiyur,Dee Star Properties,6620000
1328,Under Construction,3,,0,Thaiyur,Dee Star Properties,5045000
982,Under Construction,2,,0,Thaiyur,Dee Star Properties,3730000
1335,Under Construction,3,,0,Thaiyur,Dee Star Properties,5071000
837,Ready to move,2,2,,East Tambaram,GJ ESTATES,7852000
1010,Ready to move,2,2,12,Velachery,Chennai Gated Community,8600000
3000,Ready to move,3,4,9,Velachery,Chennai Gated Community,45000000
637,Under Construction,2,,0,Thirumullaivoyal,Venkatesh,2802000
673,Under Construction,2,,0,Thirumullaivoyal,Venkatesh,2961000
664,Under Construction,2,,0,Thirumullaivoyal,Venkatesh,2921000
696,Under Construction,2,,0,Thirumullaivoyal,Venkatesh,3062000
662,Under Construction,2,,0,Thirumullaivoyal,Venkatesh,2912000
1755,Under Construction,3,3,,Adyar,HomeFirst,23000000
1312,Ready to move,2,2,,Kattupakkam,DJ Properties,6350000
1564,Ready to move,2,3,,Karapakkam,24K Realtors,9500000
1419,Ready to move,3,3,,Kattupakkam,DJ Properties,6900000
650,Ready to move,2,2,3,Veppampattu,JD Properties,2585000
650,Ready to move,2,2,3,Veppampattu,JD Properties,2590000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2650000
650,Ready to move,2,2,3,Veppampattu,JD Properties,2600000
599,Ready to move,1,2,3,Veppampattu,Karthick,1800000
1142,Under Construction,3,,0,Rajakilpakkam,MC Foundation,5596000
812,Under Construction,2,,0,Rajakilpakkam,MC Foundation,3978000
762,Under Construction,2,2,0,Navallur,GJ ESTATES,4200000
1024,Ready to move,2,2,3,Karapakkam,GJ ESTATES,7000000
1574,Ready to move,3,2,,T Nagar,GJ ESTATES,24400000
770,Under Construction,2,2,,Ragavendra Colony,seller,3734000
870,Under Construction,2,2,,Ambattur,seller,4219000
848,Under Construction,2,2,,Ragavendra Colony,seller,4112000
870,Under Construction,2,2,,Ragavendra Colony,seller,4219000
770,Under Construction,2,2,,Ragavendra Colony,seller,3734000
870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4219000
770,Under Construction,2,2,,Ambattur,seller,3734000
848,Under Construction,2,2,,Ragavendra Colony,seller,4112000
870,Under Construction,2,2,,Ragavendra Colony,seller,4219000
749,Ready to move,2,2,3,Veppampattu,Karthick,2500000
755,Ready to move,2,2,3,Veppampattu,Karthick,2500000
920,Ready to move,2,2,3,Veppampattu,Karthick,2890000
950,Ready to move,2,2,3,Veppampattu,Karthick,3125000
755,Ready to move,2,2,3,Veppampattu,Karthick,2500000
920,Ready to move,2,2,3,Veppampattu,Karthick,2890000
950,Ready to move,2,2,3,Veppampattu,Karthick,3125000
603,Ready to move,1,2,3,Veppampattu,Karthick,2225000
1050,Ready to move,2,2,3,Veppampattu,Karthick,3450000
812,Ready to move,2,2,3,Veppampattu,Karthick,2700000
611,Ready to move,1,2,3,Veppampattu,Karthick,1899000
900,Under Construction,2,,0,West Tambaram,Info Rich,4950000
1180,Under Construction,3,,0,West Tambaram,Info Rich,6490000
1020,Under Construction,3,,0,West Tambaram,Info Rich,5610000
930,Under Construction,2,,0,West Tambaram,Info Rich,5115000
1096,Under Construction,3,2,0,Keelkattalai,24K Realtors,6570000
1588,Under Construction,3,2,,Sholinganallur,24K Realtors,8892000
1020,Under Construction,2,2,0,Keelkattalai,24K Realtors,6200000
700,Under Construction,2,2,,Mannivakkam,Dhivagaran,4500000
800,Under Construction,2,2,,Ottiyabakkam,Dhivagaran,4500000
1050,Ready to move,2,2,,Chromepet,SS PROPERTIES,5000000
650,Ready to move,2,2,,Pammal,SS PROPERTIES,3100000
1700,Under Construction,3,3,,Pammal,SS PROPERTIES,9000000
500,Ready to move,2,2,,Pammal,SS PROPERTIES,2300000
650,Ready to move,2,2,,Pammal,SS PROPERTIES,3100000
1300,Under Construction,3,3,,Pammal,SS PROPERTIES,8500000
500,Ready to move,1,1,,Pammal,SS PROPERTIES,2200000
1900,Under Construction,3,3,,Pammal,SS PROPERTIES,9000000
1300,Ready to move,3,3,,Pammal,SS PROPERTIES,7200000
1700,Under Construction,3,3,,Pammal,SS PROPERTIES,9000000
500,Ready to move,2,2,,Pammal,SS PROPERTIES,2300000
500,Under Construction,1,1,,Pammal,SS PROPERTIES,2200000
500,Under Construction,2,2,,Pammal,SS PROPERTIES,2200000
1400,Under Construction,3,3,,Pammal,SS PROPERTIES,6500000
1000,Ready to move,2,2,5,Iyyappanthangal,DJ Properties,6900000
1750,Ready to move,4,3,,Valasaravakkam,DJ Properties,17000000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2680000
600,Ready to move,2,2,3,Veppampattu,JD Properties,2280000
700,Ready to move,2,2,3,Veppampattu,JD Properties,2675000
870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4219000
834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4044000
848,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4112000
870,Under Construction,2,2,,Ambattur,seller,4219000
770,Under Construction,2,2,,Ambattur,seller,3734000
870,Under Construction,2,2,,Ambattur,seller,4219000
870,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4219000
834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4044000
848,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4112000
770,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,3735000
1065,Ready to move,2,2,,Porur,seller,10800000
1065,Ready to move,2,2,,Saligramam,seller,10800000
1065,Ready to move,2,2,,Saligramam,seller,10800000
1065,Ready to move,2,2,,Porur,seller,10800000
638,Ready to move,2,1,3,Vadapalani,Chennai Gated Community,6500000
1791,Ready to move,3,3,7,Kelambakkam,Chennai Gated Community,7500000
2130,Ready to move,3,3,,Anna Nagar,HomeFirst,32000000
1700,Ready to move,4,3,,Kattupakkam,DJ Properties,7500000
3850,Ready to move,5,,2,Kilpauk,REALTY INDIA,46200000
2230,Ready to move,4,,2,Kilpauk,REALTY INDIA,26700000
2880,Ready to move,4,,2,Kilpauk,REALTY INDIA,34500000
1775,Ready to move,3,,2,Kilpauk,REALTY INDIA,21300000
1329,Ready to move,2,2,,Sholinganallur,GJ ESTATES,10400000
1220,Under Construction,2,2,,Kil Ayanambakkam,seller,5788000
770,Under Construction,2,2,,Ambattur,seller,3734000
834,Under Construction,2,2,,Ambattur,seller,4044000
848,Under Construction,2,2,,Ambattur,seller,4112000
870,Under Construction,2,2,,Ambattur,seller,4219000
770,Under Construction,2,2,,Ambattur,seller,3734000
770,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,3735000
834,Under Construction,2,2,,Ambattur INDUSTRIAL ESTATE,seller,4044000
834,Under Construction,2,2,,Ambattur,seller,4044000
834,Under Construction,2,2,,Ragavendra Colony,seller,4044000
800,Under Construction,2,2,,Ottiyabakkam,Dhivagaran,4200000
2380,Ready to move,3,3,,Adyar,HomeFirst,32100000
1850,Under Construction,3,3,,Alwarpet,HomeFirst,32300000
1283,Ready to move,3,3,,Anna Nagar,HomeFirst,20500000
1860,Under Construction,3,3,,Besant Nagar,HomeFirst,33400000
1641,Under Construction,3,3,,Besant Nagar,HomeFirst,29500000
800,Ready to move,2,,1,Kundrathur,MAXWORTH PROPERTIES,4600000
1930,Under Construction,3,3,0,Perungudi,24K Realtors,21500000
1250,Ready to move,3,3,,Valasaravakkam,DJ Properties,9500000
1610,Under Construction,3,,0,Kodambakkam,Luxclusive Homes,16900000
956,Under Construction,2,,0,Kodambakkam,Luxclusive Homes,10000000
1373,Under Construction,3,,0,Koyambedu,Luxclusive Homes,8923000
1507,Under Construction,3,,0,Koyambedu,Luxclusive Homes,9793000
1487,Under Construction,3,,0,Koyambedu,Luxclusive Homes,9664000
1182,Under Construction,2,,0,Koyambedu,Luxclusive Homes,7681000
1025,Under Construction,2,,0,Koyambedu,Luxclusive Homes,6661000
1494,Under Construction,3,,0,Koyambedu,Luxclusive Homes,9709000
1033,Under Construction,2,,0,Koyambedu,Luxclusive Homes,6713000
1674,Under Construction,3,,0,Koyambedu,Luxclusive Homes,10800000
1088,Under Construction,2,,0,Koyambedu,Luxclusive Homes,7070000
1285,Under Construction,2,,0,Koyambedu,Luxclusive Homes,8351000
1130,Under Construction,2,,0,Koyambedu,Luxclusive Homes,7343000
1387,Under Construction,3,,0,Koyambedu,Luxclusive Homes,9014000
1127,Under Construction,2,,0,Koyambedu,Luxclusive Homes,7324000
1737,Under Construction,4,,0,Koyambedu,Luxclusive Homes,11200000
1467,Under Construction,3,,0,Koyambedu,Luxclusive Homes,9534000
1131,Under Construction,2,,0,Koyambedu,Luxclusive Homes,7350000
1085,Under Construction,3,3,,Porur,GJ ESTATES,7600000
1062,Under Construction,2,2,,Mogappair,GJ ESTATES,8800000
1031,Under Construction,2,2,,Selaiyur,GJ ESTATES,7371000
898,Under Construction,2,2,,Iyappanthangal,GJ ESTATES,4400000
510,Ready to move,1,,2,Veppampattu,Karthick,1938000
1000,Ready to move,2,,2,Veppampattu,Karthick,3800000
600,Ready to move,1,,2,Veppampattu,Karthick,2280000
550,Ready to move,1,,2,Veppampattu,Karthick,2090000
800,Ready to move,2,,2,Veppampattu,Karthick,3040000
650,Ready to move,2,,2,Veppampattu,Karthick,2470000
1200,Ready to move,2,,2,Veppampattu,Karthick,4560000
630,Ready to move,1,,2,Veppampattu,Karthick,2394000
2030,Under Construction,4,3,,T Nagar,HomeFirst,34000000
1310,Under Construction,3,3,,T Nagar,HomeFirst,21900000
800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2750000
800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2750000
800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2950000
800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,3000000
750,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2750000
800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2700000
750,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2750000
750,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,2750000
800,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,3000000
850,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,3150000
900,Ready to move,2,2,3,Veppampattu,Velan Housing Properties,3400000
